full_name,monetary,frequency,recency,rfm_segment
Ajimin Sinaga,183707693,171,0,loyal
Ajimin Thamrin,7660346,13,137,potential churners
Ajimin Uwais,94887825,64,56,loyal
Ajimin Waskita,11623580,22,6,
Ajimin Wibisono,325052,1,1542,lost_customers
Ajimin Widodo,6197891,17,110,potential churners
Ajimin Wijaya,7391148,18,108,potential churners
Ajiono Anggriawan,625369532,154,5,loyal
Ajiono Dongoran,424032,1,983,lost_customers
Ajiono Gunarto,9225329,12,44,potential churners
Ajiono Gunawan,2924187,8,1,
Ajiono Haryanto,8017037,11,11,
Ajiono Hidayanto,1582253,4,136,lost_customers
Ajiono Hutasoit,97043014,89,51,loyal
Ajiono Irawan,1486128,5,244,lost_customers
Ajiono Kurniawan,2263380,6,144,lost_customers
Ajiono Mahendra,5637375,3,400,lost_customers
Ajiono Maryadi,66831858,89,30,loyal
Ajiono Maulana,697874,2,209,lost_customers
Ajiono Napitupulu,7814275,5,1135,lost_customers
Ajiono Pranowo,325160,1,728,lost_customers
Ajiono Pratama,521427,2,539,lost_customers
Ajiono Rajata,86311123,91,22,loyal
Ajiono Saefullah,5557380,6,137,potential churners
Ajiono Samosir,426445,1,1259,lost_customers
Ajiono Sihombing,9232468,18,106,potential churners
Ajiono Simanjuntak,191754780,20,893,
Ajiono Simbolon,7880702,13,271,
Ajiono Siregar,758888,2,63,lost_customers
Ajiono Sitompul,19094931,23,143,active
Ajiono Suwarno,2094615,5,26,
Ajiono Tamba,11378766,11,177,potential churners
Ajiono Tampubolon,166904870,47,80,active
Ajiono Utama,94303687,65,48,loyal
Ajiono Wacana,2388422,5,1,
Ajiono Wasita,5927971,9,184,potential churners
Ajiono Waskita,31769185,63,31,"slipping away, cannot lose"
Ajiono Wibisono,646838,3,211,lost_customers
Akarsana Adriansyah,5189489,11,38,potential churners
Akarsana Firgantoro,914068,2,1924,lost_customers
Akarsana Gunarto,16128629,21,172,active
Akarsana Gunawan,15913918,19,56,active
Akarsana Hidayat,10726379,26,51,potential churners
Akarsana Hutapea,17263169,34,55,active
Akarsana Irawan,943536,3,316,lost_customers
Akarsana Januar,1277746,3,496,lost_customers
Akarsana Kurniawan,315210,1,758,lost_customers
Akarsana Mahendra,15289324,24,62,active
Akarsana Maheswara,828945,2,83,lost_customers
Akarsana Mangunsong,1699769,3,130,lost_customers
Akarsana Marbun,255783,1,92,lost_customers
Akarsana Nababan,22130078,20,40,active
Akarsana Nainggolan,6708923,12,215,
Akarsana Najmudin,28877894,14,84,potential churners
Akarsana Nashiruddin,64316662,52,0,loyal
Akarsana Natsir,5221090,4,1037,lost_customers
Akarsana Nugroho,130737287,175,6,loyal
Akarsana Pradipta,466542,2,295,lost_customers
Akarsana Prakasa,124136,1,664,lost_customers
Akarsana Prasetya,2361205,7,138,potential churners
Akarsana Saptono,33337211,27,70,active
Akarsana Sihombing,198958,1,21,lost_customers
Akarsana Sihotang,59567275,37,15,loyal
Akarsana Simbolon,555785,2,866,lost_customers
Akarsana Tarihoran,48663744,74,5,"slipping away, cannot lose"
Akarsana Thamrin,25494301,37,11,"slipping away, cannot lose"
Akarsana Utama,4480234,8,9,
Akarsana Wasita,26234448,19,0,"slipping away, cannot lose"
Akarsana Wibowo,7739713,16,0,
Akarsana Wijaya,4475255,10,37,potential churners
Akarsana Zulkarnain,124983863,79,1,loyal
Alambana Anggriawan,8367868,9,56,potential churners
Alambana Damanik,34003362,36,72,active
Alambana Gunarto,217131,1,64,lost_customers
Alambana Hutasoit,1368814,6,231,lost_customers
Alambana Irawan,1114913,1,1695,lost_customers
Alambana Kusumo,41087261,19,39,active
Alambana Lazuardi,25481420,39,8,"slipping away, cannot lose"
Alambana Maheswara,701234,2,466,lost_customers
Alambana Marpaung,7604540,10,145,potential churners
Alambana Maryadi,763490,3,326,lost_customers
Alambana Mustofa,1387211,4,164,lost_customers
Alambana Nainggolan,58700082,84,6,loyal
Alambana Narpati,262874988,298,0,loyal
Alambana Nugroho,9153373,18,81,potential churners
Alambana Pradipta,3644075,8,95,potential churners
Alambana Prakasa,1385507,6,311,lost_customers
Alambana Prasetyo,90521111,57,63,
Alambana Rajasa,5247813,14,91,potential churners
Alambana Rajata,3182128,6,356,
Alambana Samosir,5493679,7,48,potential churners
Alambana Sihombing,649725,2,668,lost_customers
Alambana Simanjuntak,653739,3,645,lost_customers
Alambana Simbolon,26941072,65,10,"slipping away, cannot lose"
Alambana Siregar,88662038,109,2,loyal
Alambana Suryono,961282,4,146,lost_customers
Alambana Utama,4944227,12,126,potential churners
Alambana Uwais,1021718,3,123,lost_customers
Alambana Wacana,722063,3,182,lost_customers
Alambana Wahyudin,868884,1,992,lost_customers
Alambana Waskita,267036,1,966,lost_customers
Alambana Wibisono,52577828,63,27,"slipping away, cannot lose"
Alambana Wibowo,4243295,12,114,potential churners
Alambana Widodo,781288,2,878,lost_customers
Alambana Winarno,123901,1,28,
Alika Agustina,11063907,9,47,potential churners
Alika Andriani,329822251,254,7,loyal
Alika Anggraini,20054832,30,186,active
Alika Aryani,19122827,32,55,active
Alika Astuti,224417240,86,41,loyal
Alika Farida,32976837,17,349,active
Alika Fujiati,7445922,12,85,potential churners
Alika Halimah,6694095,14,42,potential churners
Alika Handayani,23338600,33,5,"slipping away, cannot lose"
Alika Haryanti,519145,1,260,lost_customers
Alika Hasanah,891672,4,413,lost_customers
Alika Hassanah,40928071,43,94,active
Alika Hastuti,118379925,89,3,loyal
Alika Kusmawati,16448785,31,3,"slipping away, cannot lose"
Alika Kuswandari,8432082,19,28,potential churners
Alika Lailasari,2253331,6,440,lost_customers
Alika Laksita,17769573,19,20,"slipping away, cannot lose"
Alika Laksmiwati,9086814,27,110,
Alika Lestari,20942348,15,64,potential churners
Alika Mandasari,19028865,37,32,active
Alika Mardhiyah,4364281,14,113,potential churners
Alika Maryati,13194887,7,35,potential churners
Alika Mayasari,997369,3,383,lost_customers
Alika Melani,280438706,221,0,loyal
Alika Mulyani,93098524,51,30,loyal
Alika Nasyiah,44836912,41,98,active
Alika Nasyidah,28601601,52,35,active
Alika Novitasari,57211071,50,40,loyal
Alika Nuraini,24254790,32,26,active
Alika Nurdiyanti,81388604,57,3,loyal
Alika Oktaviani,9043800,23,66,
Alika Padmasari,4787467,7,368,
Alika Palastri,5278295,16,53,potential churners
Alika Permata,603547,3,70,lost_customers
Alika Pertiwi,70846867,87,46,loyal
Alika Prastuti,93733990,104,0,loyal
Alika Pratiwi,376118,1,685,lost_customers
Alika Pudjiastuti,93073952,50,122,active
Alika Purnawati,1285911,3,169,lost_customers
Alika Purwanti,2813983,8,0,
Alika Puspasari,10810455,20,0,
Alika Puspita,20207803,22,49,active
Alika Rahayu,9783320,20,93,
Alika Rahimah,1494953,5,40,
Alika Rahmawati,133322493,161,19,loyal
Alika Riyanti,185916958,251,9,loyal
Alika Safitri,100970694,93,6,loyal
Alika Suartini,259775003,261,6,loyal
Alika Sudiati,8828446,16,262,
Alika Suryatmi,827110,3,171,lost_customers
Alika Susanti,15147563,14,53,active
Alika Usada,18846251,29,21,"slipping away, cannot lose"
Alika Usamah,1171030,4,140,lost_customers
Alika Utami,46823874,60,10,"slipping away, cannot lose"
Alika Uyainah,66595327,44,109,active
Alika Wahyuni,59863955,63,38,loyal
Alika Wastuti,7313416,7,465,
Alika Widiastuti,147854993,85,33,loyal
Alika Wijayanti,113518777,107,11,loyal
Alika Winarsih,11367737,21,20,
Alika Wulandari,739618,2,574,lost_customers
Alika Yolanda,7738360,9,303,
Alika Yulianti,698876,2,240,lost_customers
Alika Yuliarti,588846,1,1828,lost_customers
Alika Zulaika,81729643,80,28,loyal
Almira Agustina,12863054,18,28,potential churners
Almira Andriani,276769110,87,61,loyal
Almira Anggraini,2471221,5,548,lost_customers
Almira Aryani,365403124,274,56,loyal
Almira Astuti,16919627,24,16,"slipping away, cannot lose"
Almira Halimah,50928703,104,2,"slipping away, cannot lose"
Almira Handayani,9320481,15,110,potential churners
Almira Hariyah,1127677,3,299,lost_customers
Almira Hartati,125358039,166,13,loyal
Almira Haryanti,37773843,38,74,active
Almira Hasanah,1000023,5,156,lost_customers
Almira Hassanah,153157924,151,4,loyal
Almira Hastuti,73724591,118,10,loyal
Almira Kusmawati,653102,3,271,lost_customers
Almira Kuswandari,221063388,182,2,loyal
Almira Lailasari,319720527,180,32,loyal
Almira Laksita,6492522,17,51,potential churners
Almira Laksmiwati,162786821,71,50,loyal
Almira Lestari,10275344,25,17,
Almira Mandasari,10149801,20,15,
Almira Mardhiyah,22459350,17,29,active
Almira Maryati,92392381,88,20,loyal
Almira Mayasari,15387705,32,47,active
Almira Melani,8023794,17,86,potential churners
Almira Mulyani,71629748,55,23,loyal
Almira Namaga,4656883,11,155,potential churners
Almira Nasyiah,8629579,9,211,
Almira Nasyidah,680839,1,385,lost_customers
Almira Nuraini,12623801,17,85,potential churners
Almira Oktaviani,22972797,23,117,active
Almira Padmasari,5863137,8,60,potential churners
Almira Palastri,26371394,25,32,active
Almira Permata,280564,1,572,lost_customers
Almira Pertiwi,2220889,5,53,
Almira Prastuti,563619,1,718,lost_customers
Almira Pratiwi,202817849,173,14,loyal
Almira Pudjiastuti,4122234,6,45,potential churners
Almira Purnawati,371182,1,1029,lost_customers
Almira Purwanti,769169,2,196,lost_customers
Almira Puspasari,62536378,83,13,loyal
Almira Puspita,21002307,14,176,potential churners
Almira Rahayu,4902141,10,139,potential churners
Almira Rahimah,232015378,113,16,loyal
Almira Rahmawati,116605620,123,12,loyal
Almira Riyanti,3646256,4,1980,lost_customers
Almira Safitri,26173822,53,30,active
Almira Suartini,32903994,47,44,active
Almira Sudiati,570417788,517,118,
Almira Suryatmi,64599558,100,8,loyal
Almira Susanti,1912072,4,100,lost_customers
Almira Usada,74708300,43,72,active
Almira Usamah,22061326,49,31,active
Almira Utami,58320203,70,35,loyal
Almira Uyainah,63171983,66,21,loyal
Almira Wastuti,3204788,11,54,potential churners
Almira Widiastuti,26314346,16,64,potential churners
Almira Wijayanti,124751943,136,12,loyal
Almira Wulandari,303776,1,1783,lost_customers
Almira Yolanda,64057958,53,44,loyal
Almira Yulianti,37874248,42,13,"slipping away, cannot lose"
Almira Yuliarti,112072633,128,31,loyal
Almira Yuniar,31272839,33,108,active
Almira Zulaika,89291529,56,53,loyal
Amalia Agustina,80110344,97,54,loyal
Amalia Andriani,114464615,123,32,loyal
Amalia Anggraini,68452093,75,11,loyal
Amalia Aryani,78237617,53,64,active
Amalia Astuti,4978114,14,201,
Amalia Farida,105206632,168,8,loyal
Amalia Fujiati,422509,1,0,lost_customers
Amalia Halimah,93741066,27,121,active
Amalia Handayani,7719199,6,486,
Amalia Hariyah,13129496,38,36,potential churners
Amalia Hartati,95128767,39,63,active
Amalia Haryanti,1715682,5,598,lost_customers
Amalia Hasanah,16640265,37,20,"slipping away, cannot lose"
Amalia Hassanah,70642661,49,37,loyal
Amalia Hastuti,139696726,108,10,loyal
Amalia Lailasari,6022415,16,85,potential churners
Amalia Laksita,92141867,25,109,active
Amalia Lestari,86229094,58,104,
Amalia Mandasari,169918000,83,12,loyal
Amalia Mardhiyah,34046712,24,76,active
Amalia Maryati,30334633,52,8,"slipping away, cannot lose"
Amalia Mayasari,1167427,5,242,lost_customers
Amalia Mulyani,529283,2,225,lost_customers
Amalia Namaga,10681759,8,47,potential churners
Amalia Nasyiah,32239523,52,19,"slipping away, cannot lose"
Amalia Nasyidah,8064863,25,0,
Amalia Novitasari,46130096,75,8,"slipping away, cannot lose"
Amalia Nurdiyanti,19581963,22,27,active
Amalia Padmasari,198453969,211,73,
Amalia Palastri,32531586,32,61,active
Amalia Permata,77692400,72,3,loyal
Amalia Pertiwi,4849720,13,43,potential churners
Amalia Prastuti,7086667,4,175,lost_customers
Amalia Pratiwi,145466651,93,23,loyal
Amalia Pudjiastuti,4241208,16,15,
Amalia Purnawati,1774460,1,105,lost_customers
Amalia Purwanti,3690994,4,518,lost_customers
Amalia Puspasari,3458579,10,240,
Amalia Puspita,63250124,69,28,loyal
Amalia Rahayu,14856382,13,104,potential churners
Amalia Rahmawati,1635346,5,359,lost_customers
Amalia Riyanti,51971557,47,49,active
Amalia Safitri,700060,1,1717,lost_customers
Amalia Suartini,61611855,48,12,loyal
Amalia Sudiati,2249877,7,78,lost_customers
Amalia Suryatmi,178791012,147,2,loyal
Amalia Susanti,96758037,47,33,loyal
Amalia Usada,54495559,56,27,"slipping away, cannot lose"
Amalia Utami,25390962,23,7,"slipping away, cannot lose"
Amalia Uyainah,34288696,61,13,"slipping away, cannot lose"
Amalia Wahyuni,2005526,3,861,lost_customers
Amalia Wastuti,143834446,84,16,loyal
Amalia Widiastuti,86873541,49,7,loyal
Amalia Wijayanti,45192916,54,10,"slipping away, cannot lose"
Amalia Winarsih,40844562,51,38,active
Amalia Yolanda,161568135,192,8,loyal
Amalia Yulianti,157192353,175,7,loyal
Amalia Yuliarti,1126469,5,62,
Amalia Yuniar,32604075,54,8,"slipping away, cannot lose"
Amalia Zulaika,44621857,22,123,active
Amelia Agustina,2905917,4,723,lost_customers
Amelia Andriani,173257223,97,14,loyal
Amelia Anggraini,65335663,24,181,active
Amelia Aryani,9937584,26,12,
Amelia Astuti,2392267,6,220,
Amelia Farida,25191346,34,35,active
Amelia Fujiati,54395888,58,1,"slipping away, cannot lose"
Amelia Halimah,2911811,5,97,lost_customers
Amelia Handayani,1385520,3,222,lost_customers
Amelia Hariyah,2134671,8,98,lost_customers
Amelia Hartati,14390574,24,41,active
Amelia Hasanah,18843790,31,62,active
Amelia Hassanah,2465934,6,328,
Amelia Hastuti,1245246,5,18,lost_customers
Amelia Kuswandari,131228705,158,35,loyal
Amelia Lailasari,1043458,4,579,lost_customers
Amelia Laksita,239424140,98,22,loyal
Amelia Laksmiwati,54386503,20,66,active
Amelia Mandasari,201337379,264,64,
Amelia Mardhiyah,5209252,4,465,lost_customers
Amelia Maryati,131708555,22,695,
Amelia Mayasari,55676560,47,74,active
Amelia Mulyani,117805434,55,42,loyal
Amelia Namaga,186370700,81,15,loyal
Amelia Nasyiah,12518765,13,216,
Amelia Nasyidah,45299472,65,14,"slipping away, cannot lose"
Amelia Novitasari,1052267,3,307,lost_customers
Amelia Nuraini,23003386,28,25,active
Amelia Nurdiyanti,310114336,184,21,loyal
Amelia Oktaviani,131873519,66,15,loyal
Amelia Padmasari,130887917,108,45,loyal
Amelia Palastri,45034183,36,78,active
Amelia Permata,2338638,9,21,
Amelia Pertiwi,49343854,32,0,"slipping away, cannot lose"
Amelia Prastuti,250706,2,632,lost_customers
Amelia Pratiwi,7760902,12,296,
Amelia Pudjiastuti,813950,4,587,lost_customers
Amelia Purnawati,212924486,229,21,loyal
Amelia Purwanti,1485027,4,365,lost_customers
Amelia Puspasari,15453171,35,83,active
Amelia Puspita,14689613,26,47,active
Amelia Rahayu,16043061,22,60,active
Amelia Rahmawati,8844558,15,235,
Amelia Riyanti,55498693,76,49,"slipping away, cannot lose"
Amelia Safitri,114819039,112,43,loyal
Amelia Suartini,8776013,23,14,
Amelia Sudiati,14705395,26,62,active
Amelia Suryatmi,866538,4,11,lost_customers
Amelia Susanti,1234555,6,311,lost_customers
Amelia Usada,66565540,106,14,loyal
Amelia Usamah,29007218,28,2,"slipping away, cannot lose"
Amelia Utami,71017516,84,21,loyal
Amelia Uyainah,243542,1,326,lost_customers
Amelia Wahyuni,103320973,132,34,loyal
Amelia Wastuti,29192794,44,27,active
Amelia Widiastuti,93316380,96,28,loyal
Amelia Wijayanti,67421851,50,29,loyal
Amelia Winarsih,43381150,27,79,active
Amelia Wulandari,42831024,19,87,active
Amelia Yolanda,243275309,76,3,loyal
Amelia Yulianti,22007033,20,61,active
Amelia Yuliarti,20084980,23,11,"slipping away, cannot lose"
Amelia Yuniar,391613,2,682,lost_customers
Amelia Zulaika,84503736,77,36,loyal
Ami Agustina,28640689,30,4,"slipping away, cannot lose"
Ami Andriani,11858138,28,14,
Ami Anggraini,15247170,12,33,active
Ami Aryani,83366201,115,8,loyal
Ami Astuti,22649118,27,6,"slipping away, cannot lose"
Ami Farida,46695988,71,7,"slipping away, cannot lose"
Ami Fujiati,33391630,41,6,"slipping away, cannot lose"
Ami Halimah,10037370,15,127,potential churners
Ami Handayani,40331744,54,53,"slipping away, cannot lose"
Ami Hariyah,12430025,11,354,
Ami Hartati,218022980,125,1,loyal
Ami Haryanti,250984280,181,4,loyal
Ami Hassanah,18582168,36,16,"slipping away, cannot lose"
Ami Hastuti,6564412,12,163,potential churners
Ami Kusmawati,636145991,190,39,loyal
Ami Kuswandari,17249480,17,37,active
Ami Lailasari,85699639,66,76,
Ami Laksita,95090600,88,46,loyal
Ami Laksmiwati,99800643,92,5,loyal
Ami Lestari,3641435,9,222,
Ami Mandasari,44491825,38,33,active
Ami Mardhiyah,224246574,171,1,loyal
Ami Mayasari,9512566,21,11,
Ami Melani,262030963,229,24,loyal
Ami Namaga,267200,1,1232,lost_customers
Ami Nasyiah,39869433,43,18,"slipping away, cannot lose"
Ami Nasyidah,177644872,128,20,loyal
Ami Novitasari,52336804,34,50,active
Ami Nurdiyanti,164963988,28,11,loyal
Ami Oktaviani,216928254,39,15,loyal
Ami Padmasari,24680450,21,14,"slipping away, cannot lose"
Ami Permata,6685251,15,192,potential churners
Ami Pertiwi,70869944,108,3,loyal
Ami Prastuti,13020443,22,86,
Ami Pratiwi,23481169,12,247,active
Ami Purnawati,588186,2,1001,lost_customers
Ami Purwanti,3969718,15,8,
Ami Puspasari,3536105,8,125,potential churners
Ami Puspita,174205706,86,7,loyal
Ami Rahayu,37527285,31,29,active
Ami Rahimah,4555965,9,66,potential churners
Ami Rahmawati,17356230,29,75,active
Ami Safitri,2015368,6,0,
Ami Suartini,120778884,78,35,loyal
Ami Sudiati,42249839,76,3,"slipping away, cannot lose"
Ami Suryatmi,18068974,39,89,active
Ami Susanti,17216964,37,10,"slipping away, cannot lose"
Ami Usada,35755244,59,16,"slipping away, cannot lose"
Ami Usamah,72038477,47,20,loyal
Ami Utami,14920483,18,51,active
Ami Uyainah,29666569,32,76,active
Ami Wahyuni,153414173,114,6,loyal
Ami Wastuti,1403547,6,111,lost_customers
Ami Widiastuti,170495,1,410,lost_customers
Ami Wijayanti,10532127,26,12,
Ami Wulandari,2496464,6,435,
Ami Yulianti,19270669,22,266,new customers
Ami Yuliarti,778593,3,645,lost_customers
Ami Yuniar,29192325,53,37,active
Ami Zulaika,937926,4,186,lost_customers
Among Adriansyah,20018360,25,77,active
Among Ardianto,1719889,5,100,lost_customers
Among Firmansyah,4110156,9,285,
Among Gunarto,116835570,116,5,loyal
Among Haryanto,6781849,9,2,
Among Hidayat,24689172,11,68,potential churners
Among Jailani,51201337,22,39,active
Among Kuswoyo,110281242,119,0,loyal
Among Mahendra,795962,2,103,lost_customers
Among Mangunsong,145706,1,925,lost_customers
Among Manullang,2359634,7,18,
Among Maulana,1275932,4,357,lost_customers
Among Prakasa,153418,1,1001,lost_customers
Among Samosir,781028,3,120,lost_customers
Among Sihombing,49757425,57,44,"slipping away, cannot lose"
Among Sitompul,5083309,8,18,
Among Suryono,769570,1,1089,lost_customers
Among Tampubolon,520942,2,642,lost_customers
Among Wahyudin,252472,1,507,lost_customers
Among Waluyo,1280784,4,280,lost_customers
Among Waskita,2209576,6,165,lost_customers
Among Wibowo,940488,3,547,lost_customers
Among Zulkarnain,326554,1,83,lost_customers
Ana Agustina,31358486,41,35,active
Ana Andriani,6596064,13,445,
Ana Anggraini,150437942,204,8,loyal
Ana Aryani,83755751,50,16,loyal
Ana Astuti,257433911,302,5,loyal
Ana Farida,55862388,79,10,"slipping away, cannot lose"
Ana Halimah,42204942,79,1,"slipping away, cannot lose"
Ana Handayani,13662256,25,3,
Ana Hariyah,20577517,29,31,active
Ana Hartati,21839365,22,106,active
Ana Haryanti,32606401,14,137,potential churners
Ana Hasanah,10622483,29,31,potential churners
Ana Hassanah,3965881,6,467,
Ana Hastuti,94951233,97,3,loyal
Ana Kusmawati,111573648,148,1,loyal
Ana Lailasari,13049272,18,34,potential churners
Ana Laksita,322164,1,849,lost_customers
Ana Laksmiwati,8030780,20,75,
Ana Mandasari,9703318,25,0,
Ana Maryati,512207,3,506,lost_customers
Ana Mayasari,14220912,25,50,active
Ana Melani,3164119,10,240,
Ana Mulyani,24390497,21,63,active
Ana Nasyiah,39003966,58,1,"slipping away, cannot lose"
Ana Nasyidah,73677196,72,3,loyal
Ana Novitasari,58969524,68,2,loyal
Ana Nuraini,12321097,29,54,potential churners
Ana Nurdiyanti,5901219,8,106,potential churners
Ana Oktaviani,59064421,36,42,loyal
Ana Padmasari,19768698,11,335,active
Ana Palastri,5108973,10,128,potential churners
Ana Permata,693205,3,251,lost_customers
Ana Pertiwi,33396025,30,103,active
Ana Pratiwi,115928541,168,9,loyal
Ana Pudjiastuti,299169,1,1822,lost_customers
